Closing_price,Highest_price,Last_Modified,Number_of_transactions,Opening_price,Securities_abbreviation,Securities_code,Transaction_date,currency,market,minimum_price,price_limit,trading_volume,ups_downs
1.89,1.89,"Sun, 06 Oct 2024 01:12:57 GMT",111213176,1.83,平潭发展,000592-SZE,2024-09-30,CNY,SZE,1.77,9.8837,204726223.12,0.17
5.43,5.45,"Sun, 06 Oct 2024 01:12:57 GMT",19161985,5.12,德龙汇能,000593-SZE,2024-09-30,CNY,SZE,5.01,9.2555,100676379.69,0.46
8.26,8.41,"Sun, 06 Oct 2024 01:12:57 GMT",218510179,7.0,宝塔实业,000595-SZE,2024-09-30,CNY,SZE,7.0,6.8564,1724857971.67,0.53
203.02,203.02,"Sun, 06 Oct 2024 01:12:57 GMT",3960306,202.93,古井贡酒,000596-SZE,2024-09-30,CNY,SZE,198.22,10.0022,799862599.84,18.46
4.94,4.95,"Sun, 06 Oct 2024 01:12:57 GMT",75028213,4.71,东北制药,000597-SZE,2024-09-30,CNY,SZE,4.57,8.0963,359296408.63,0.37
7.26,7.3,"Sun, 06 Oct 2024 01:12:57 GMT",101287458,6.83,兴蓉环境,000598-SZE,2024-09-30,CNY,SZE,6.74,8.3582,709260216.54,0.56
4.49,4.5,"Sun, 06 Oct 2024 01:12:57 GMT",66476857,4.25,青岛双星,000599-SZE,2024-09-30,CNY,SZE,4.1,8.1928,286662375.72,0.34
5.45,5.49,"Sun, 06 Oct 2024 01:12:57 GMT",77034770,5.35,建投能源,000600-SZE,2024-09-30,CNY,SZE,5.1,8.7824,409345277.0,0.44
4.17,4.22,"Sun, 06 Oct 2024 01:12:57 GMT",27693295,4.0,韶能股份,000601-SZE,2024-09-30,CNY,SZE,3.91,7.1979,113052042.33,0.28
13.08,13.15,"Sun, 06 Oct 2024 01:12:57 GMT",37478695,12.64,盛达资源,000603-SZE,2024-09-30,CNY,SZE,12.19,6.7755,477099622.96,0.83
5.48,5.58,"Sun, 06 Oct 2024 01:12:57 GMT",28583827,5.53,渤海股份,000605-SZE,2024-09-30,CNY,SZE,5.17,8.0868,155413817.6,0.41
3.81,3.85,"Sun, 06 Oct 2024 01:12:57 GMT",28978421,3.7,华媒控股,000607-SZE,2024-09-30,CNY,SZE,3.54,8.547,107231485.19,0.3
2.51,2.51,"Sun, 06 Oct 2024 01:12:57 GMT",6858676,2.51,阳光股份,000608-SZE,2024-09-30,CNY,SZE,2.51,10.0877,17215276.76,0.23
2.08,2.09,"Sun, 06 Oct 2024 01:12:57 GMT",17358562,2.01,*ST中迪,000609-SZE,2024-09-30,CNY,SZE,1.98,4.0,35219759.46,0.08
14.24,14.24,"Sun, 06 Oct 2024 01:12:57 GMT",46301224,13.33,西安旅游,000610-SZE,2024-09-30,CNY,SZE,12.86,9.9614,629870597.08,1.29
7.03,7.07,"Sun, 06 Oct 2024 01:12:57 GMT",98364806,6.7,焦作万方,000612-SZE,2024-09-30,CNY,SZE,6.57,9.1615,670717609.98,0.59
2.07,2.09,"Sun, 06 Oct 2024 01:12:57 GMT",55772800,1.99,ST美谷,000615-SZE,2024-09-30,CNY,SZE,1.98,4.0201,112945048.8,0.08
7.37,7.37,"Sun, 06 Oct 2024 01:12:57 GMT",401450155,7.2,中油资本,000617-SZE,2024-09-30,CNY,SZE,6.9,10.0,2900014896.72,0.67
5.14,5.22,"Sun, 06 Oct 2024 01:12:57 GMT",27103885,5.04,海螺新材,000619-SZE,2024-09-30,CNY,SZE,4.92,7.0833,137960076.68,0.34
1.86,1.86,"Sun, 06 Oct 2024 01:12:57 GMT",191746210,1.8,新华联,000620-SZE,2024-09-30,CNY,SZE,1.7,10.0592,342210316.64,0.17
1.74,1.75,"Sun, 06 Oct 2024 01:12:57 GMT",19291323,1.69,*ST恒立,000622-SZE,2024-09-30,CNY,SZE,1.61,2.9586,32618954.14,0.05
17.33,17.33,"Sun, 06 Oct 2024 01:12:57 GMT",86193908,17.1,吉林敖东,000623-SZE,2024-09-30,CNY,SZE,16.48,10.0317,1470096426.05,1.58
14.88,14.9,"Sun, 06 Oct 2024 01:12:57 GMT",470980045,14.21,长安汽车,000625-SZE,2024-09-30,CNY,SZE,13.8,9.2511,6825589918.03,1.26
5.34,5.34,"Sun, 06 Oct 2024 01:12:57 GMT",12805404,5.09,远大控股,000626-SZE,2024-09-30,CNY,SZE,4.96,10.1031,66270577.27,0.49
3.71,3.71,"Sun, 06 Oct 2024 01:12:57 GMT",362349232,3.61,天茂集团,000627-SZE,2024-09-30,CNY,SZE,3.37,10.089,1301334908.86,0.34
49.48,49.48,"Sun, 06 Oct 2024 01:12:57 GMT",34919201,47.0,高新发展,000628-SZE,2024-09-30,CNY,SZE,45.9,10.0044,1680395284.93,4.5
2.95,2.95,"Sun, 06 Oct 2024 01:12:57 GMT",251301527,2.81,钒钛股份,000629-SZE,2024-09-30,CNY,SZE,2.77,10.0746,726161860.17,0.27
3.86,3.87,"Sun, 06 Oct 2024 01:12:57 GMT",507771775,3.69,铜陵有色,000630-SZE,2024-09-30,CNY,SZE,3.61,8.427,1907059665.89,0.3
2.85,2.86,"Sun, 06 Oct 2024 01:12:57 GMT",35803987,2.72,顺发恒业,000631-SZE,2024-09-30,CNY,SZE,2.68,9.1954,99841622.44,0.24
3.35,3.37,"Sun, 06 Oct 2024 01:12:57 GMT",33513419,3.22,三木集团,000632-SZE,2024-09-30,CNY,SZE,3.1,8.0645,108505719.55,0.25
5.15,5.18,"Sun, 06 Oct 2024 01:12:57 GMT",31311371,4.88,合金投资,000633-SZE,2024-09-30,CNY,SZE,4.7,9.1102,155882018.4,0.43
7.0,7.03,"Sun, 06 Oct 2024 01:12:57 GMT",10930749,6.7,英 力 特,000635-SZE,2024-09-30,CNY,SZE,6.53,7.6923,74702483.2,0.5
15.8,15.88,"Sun, 06 Oct 2024 01:12:57 GMT",43511792,14.95,风华高科,000636-SZE,2024-09-30,CNY,SZE,14.95,9.2669,672719780.42,1.34
3.57,3.61,"Sun, 06 Oct 2024 01:12:57 GMT",18790592,3.39,茂化实华,000637-SZE,2024-09-30,CNY,SZE,3.35,6.25,65569626.56,0.21
4.63,4.63,"Sun, 06 Oct 2024 01:12:57 GMT",31648279,4.39,万方发展,000638-SZE,2024-09-30,CNY,SZE,4.25,8.9412,141136813.05,0.38
2.98,2.98,"Sun, 06 Oct 2024 01:12:57 GMT",42302341,2.83,西王食品,000639-SZE,2024-09-30,CNY,SZE,2.72,9.5588,121160644.87,0.26
6.39,6.45,"Sun, 06 Oct 2024 01:12:57 GMT",78499081,6.09,仁和药业,000650-SZE,2024-09-30,CNY,SZE,6.03,8.3051,490846309.37,0.49
47.94,48.12,"Sun, 06 Oct 2024 01:12:57 GMT",138686863,45.51,格力电器,000651-SZE,2024-09-30,CNY,SZE,45.5,7.973,6506594536.19,3.54
4.0,4.0,"Sun, 06 Oct 2024 01:12:57 GMT",88603293,3.82,泰达股份,000652-SZE,2024-09-30,CNY,SZE,3.76,9.8901,346040008.52,0.36
6.33,6.34,"Sun, 06 Oct 2024 01:12:57 GMT",16138315,6.3,金岭矿业,000655-SZE,2024-09-30,CNY,SZE,5.95,9.5156,99822366.26,0.55
1.28,1.28,"Sun, 06 Oct 2024 01:12:57 GMT",346719206,1.26,*ST金科,000656-SZE,2024-09-30,CNY,SZE,1.23,4.065,436599647.77,0.05
9.8,9.8,"Sun, 06 Oct 2024 01:12:57 GMT",54202844,9.47,中钨高新,000657-SZE,2024-09-30,CNY,SZE,9.15,9.1314,518174972.7,0.82
3.26,3.27,"Sun, 06 Oct 2024 01:12:57 GMT",76065363,3.1,珠海中富,000659-SZE,2024-09-30,CNY,SZE,3.07,9.7643,243527865.65,0.29
109.89,109.89,"Sun, 06 Oct 2024 01:12:57 GMT",15162935,107.65,长春高新,000661-SZE,2024-09-30,CNY,SZE,106.0,10.0,1645421291.34,9.99
5.68,5.68,"Sun, 06 Oct 2024 01:12:57 GMT",34767823,5.25,永安林业,000663-SZE,2024-09-30,CNY,SZE,5.16,10.0775,187988509.59,0.52
4.2,4.25,"Sun, 06 Oct 2024 01:12:57 GMT",72964634,4.01,湖北广电,000665-SZE,2024-09-30,CNY,SZE,3.91,7.4169,298576072.65,0.29
7.83,7.97,"Sun, 06 Oct 2024 01:12:57 GMT",14833843,7.86,荣丰控股,000668-SZE,2024-09-30,CNY,SZE,7.08,7.1135,113248935.71,0.52
1.5,1.5,"Sun, 06 Oct 2024 01:12:57 GMT",34437168,1.4,ST金鸿,000669-SZE,2024-09-30,CNY,SZE,1.39,4.8951,50234539.84,0.07
5.79,5.8,"Sun, 06 Oct 2024 01:12:57 GMT",92681227,5.34,盈方微,000670-SZE,2024-09-30,CNY,SZE,5.34,9.2453,517862241.8,0.49
7.97,7.98,"Sun, 06 Oct 2024 01:12:57 GMT",25142256,7.69,上峰水泥,000672-SZE,2024-09-30,CNY,SZE,7.55,9.7796,195917642.04,0.71
7.83,7.83,"Sun, 06 Oct 2024 01:12:57 GMT",213085623,7.5,智度股份,000676-SZE,2024-09-30,CNY,SZE,7.2,9.9719,1616541390.11,0.71
3.14,3.18,"Sun, 06 Oct 2024 01:12:57 GMT",53558742,2.99,恒天海龙,000677-SZE,2024-09-30,CNY,SZE,2.93,8.2759,163675099.32,0.24
5.75,5.75,"Sun, 06 Oct 2024 01:12:57 GMT",73139977,5.26,襄阳轴承,000678-SZE,2024-09-30,CNY,SZE,5.14,9.9426,398990974.55,0.52
4.0,4.0,"Sun, 06 Oct 2024 01:12:57 GMT",35829950,3.8,大连友谊,000679-SZE,2024-09-30,CNY,SZE,3.61,9.8901,137162930.72,0.36
8.39,8.48,"Sun, 06 Oct 2024 01:12:57 GMT",59559295,7.95,山推股份,000680-SZE,2024-09-30,CNY,SZE,7.79,7.289,483664351.98,0.57
13.3,13.38,"Sun, 06 Oct 2024 01:12:57 GMT",38901141,12.92,视觉中国,000681-SZE,2024-09-30,CNY,SZE,12.53,8.9271,507429765.89,1.09
11.9,11.96,"Sun, 06 Oct 2024 01:12:57 GMT",45544437,11.45,东方电子,000682-SZE,2024-09-30,CNY,SZE,11.14,7.4977,527382217.36,0.83
6.74,6.74,"Sun, 06 Oct 2024 01:12:57 GMT",114282649,6.45,远兴能源,000683-SZE,2024-09-30,CNY,SZE,6.35,9.9511,752292189.2,0.61
9.04,9.04,"Sun, 06 Oct 2024 01:12:57 GMT",67400597,8.66,中山公用,000685-SZE,2024-09-30,CNY,SZE,8.65,9.9757,600739923.45,0.82
8.2,8.2,"Sun, 06 Oct 2024 01:12:57 GMT",106651766,8.04,东北证券,000686-SZE,2024-09-30,CNY,SZE,7.83,10.0671,861505278.56,0.75
12.19,12.19,"Sun, 06 Oct 2024 01:12:57 GMT",11975954,11.88,国城矿业,000688-SZE,2024-09-30,CNY,SZE,11.44,10.0181,142869934.57,1.11
4.9,4.91,"Sun, 06 Oct 2024 01:12:57 GMT",88999663,4.66,宝新能源,000690-SZE,2024-09-30,CNY,SZE,4.59,9.375,424511814.11,0.42
5.02,5.03,"Sun, 06 Oct 2024 01:12:57 GMT",24431876,4.64,亚太实业,000691-SZE,2024-09-30,CNY,SZE,4.6,9.1304,118196784.52,0.42
3.28,3.3,"Sun, 06 Oct 2024 01:12:57 GMT",25115380,3.09,惠天热电,000692-SZE,2024-09-30,CNY,SZE,3.03,8.6093,79445187.06,0.26
11.0,11.09,"Sun, 06 Oct 2024 01:12:57 GMT",6914441,10.55,滨海能源,000695-SZE,2024-09-30,CNY,SZE,10.3,6.6925,74728714.39,0.69
7.0,7.06,"Sun, 06 Oct 2024 01:12:57 GMT",31771501,6.73,炼石航空,000697-SZE,2024-09-30,CNY,SZE,6.53,8.0247,217206419.86,0.52
3.25,3.28,"Sun, 06 Oct 2024 01:12:57 GMT",28629309,3.08,沈阳化工,000698-SZE,2024-09-30,CNY,SZE,3.01,8.3333,90246610.43,0.25
6.8,6.84,"Sun, 06 Oct 2024 01:12:57 GMT",52129115,6.56,模塑科技,000700-SZE,2024-09-30,CNY,SZE,6.36,9.1493,345527149.31,0.57
4.38,4.43,"Sun, 06 Oct 2024 01:12:57 GMT",51837001,4.15,厦门信达,000701-SZE,2024-09-30,CNY,SZE,4.08,8.1481,221725414.3,0.33
6.05,6.05,"Sun, 06 Oct 2024 01:12:57 GMT",51212763,5.69,正虹科技,000702-SZE,2024-09-30,CNY,SZE,5.5,10.0,298504869.06,0.55
7.01,7.04,"Sun, 06 Oct 2024 01:12:57 GMT",39087772,6.62,恒逸石化,000703-SZE,2024-09-30,CNY,SZE,6.58,9.5312,267095725.81,0.61
8.45,8.55,"Sun, 06 Oct 2024 01:12:57 GMT",40442721,8.04,浙江震元,000705-SZE,2024-09-30,CNY,SZE,7.86,7.5064,332275557.07,0.59
7.94,7.95,"Sun, 06 Oct 2024 01:12:57 GMT",26798524,7.59,双环科技,000707-SZE,2024-09-30,CNY,SZE,7.4,8.6183,207397199.53,0.63
13.64,13.71,"Sun, 06 Oct 2024 01:12:57 GMT",39706661,13.02,中信特钢,000708-SZE,2024-09-30,CNY,SZE,12.76,9.3825,526935518.5,1.17
2.22,2.22,"Sun, 06 Oct 2024 01:12:57 GMT",238302752,2.11,河钢股份,000709-SZE,2024-09-30,CNY,SZE,2.1,9.901,517989604.57,0.2
8.71,8.71,"Sun, 06 Oct 2024 01:12:57 GMT",28690149,8.25,贝瑞基因,000710-SZE,2024-09-30,CNY,SZE,8.1,9.9747,243759449.03,0.79
1.72,1.73,"Sun, 06 Oct 2024 01:12:57 GMT",49180119,1.67,*ST京蓝,000711-SZE,2024-09-30,CNY,SZE,1.65,2.994,82834342.93,0.05
14.65,14.65,"Sun, 06 Oct 2024 01:12:57 GMT",103717932,14.37,锦龙股份,000712-SZE,2024-09-30,CNY,SZE,13.65,9.985,1491021125.25,1.33
6.59,6.68,"Sun, 06 Oct 2024 01:12:57 GMT",37133276,6.28,丰乐种业,000713-SZE,2024-09-30,CNY,SZE,6.18,7.1545,239741654.32,0.44
5.93,5.98,"Sun, 06 Oct 2024 01:12:57 GMT",25765342,5.65,中兴商业,000715-SZE,2024-09-30,CNY,SZE,5.51,7.8182,148658041.83,0.43
4.45,4.5,"Sun, 06 Oct 2024 01:12:57 GMT",63549185,4.25,黑芝麻,000716-SZE,2024-09-30,CNY,SZE,4.12,8.0097,275227002.19,0.33
3.16,3.16,"Sun, 06 Oct 2024 01:12:57 GMT",365413130,3.16,中南股份,000717-SZE,2024-09-30,CNY,SZE,2.9,10.1045,1141709518.85,0.29
2.41,2.41,"Sun, 06 Oct 2024 01:12:57 GMT",92173507,2.33,苏宁环球,000718-SZE,2024-09-30,CNY,SZE,2.24,10.0457,215736591.39,0.22
12.41,12.52,"Sun, 06 Oct 2024 01:12:57 GMT",34201980,11.79,中原传媒,000719-SZE,2024-09-30,CNY,SZE,11.6,6.9828,414974109.1,0.81
3.14,3.15,"Sun, 06 Oct 2024 01:12:57 GMT",34699554,2.92,新能泰山,000720-SZE,2024-09-30,CNY,SZE,2.9,9.7902,104996039.16,0.28
8.99,8.99,"Sun, 06 Oct 2024 01:12:57 GMT",81280763,8.47,西安饮食,000721-SZE,2024-09-30,CNY,SZE,7.99,9.768,698384121.08,0.8
10.23,10.38,"Sun, 06 Oct 2024 01:12:57 GMT",35257688,9.78,湖南发展,000722-SZE,2024-09-30,CNY,SZE,9.43,8.1395,349113170.49,0.77
5.19,5.19,"Sun, 06 Oct 2024 01:12:57 GMT",111533663,5.0,美锦能源,000723-SZE,2024-09-30,CNY,SZE,5.0,9.9576,572476152.32,0.47
4.47,4.49,"Sun, 06 Oct 2024 01:12:57 GMT",1517585680,4.26,京东方Ａ,000725-SZE,2024-09-30,CNY,SZE,4.21,7.7108,6615144258.33,0.32
6.54,6.61,"Sun, 06 Oct 2024 01:12:57 GMT",26434811,6.21,鲁  泰Ａ,000726-SZE,2024-09-30,CNY,SZE,6.18,7.3892,168244106.84,0.45
2.37,2.38,"Sun, 06 Oct 2024 01:12:57 GMT",163022016,2.26,冠捷科技,000727-SZE,2024-09-30,CNY,SZE,2.22,9.2166,377527415.1,0.2
8.87,8.87,"Sun, 06 Oct 2024 01:12:57 GMT",201018093,8.7,国元证券,000728-SZE,2024-09-30,CNY,SZE,8.4,10.0496,1751254532.56,0.81
11.25,11.29,"Sun, 06 Oct 2024 01:12:57 GMT",48647008,10.81,燕京啤酒,000729-SZE,2024-09-30,CNY,SZE,10.62,7.3473,535891992.37,0.77
7.55,7.65,"Sun, 06 Oct 2024 01:12:57 GMT",31241183,7.3,四川美丰,000731-SZE,2024-09-30,CNY,SZE,7.14,6.0393,232138508.81,0.43
43.67,43.67,"Sun, 06 Oct 2024 01:12:57 GMT",26049077,41.5,振华科技,000733-SZE,2024-09-30,CNY,SZE,40.81,10.0,1111209220.71,3.97
5.76,5.77,"Sun, 06 Oct 2024 01:12:57 GMT",62331989,5.48,罗 牛 山,000735-SZE,2024-09-30,CNY,SZE,5.36,9.0909,348096118.3,0.48
12.71,12.71,"Sun, 06 Oct 2024 01:12:57 GMT",137959536,12.18,中交地产,000736-SZE,2024-09-30,CNY,SZE,11.51,10.0433,1685668129.28,1.16
10.42,10.42,"Sun, 06 Oct 2024 01:12:57 GMT",126201288,9.93,北方铜业,000737-SZE,2024-09-30,CNY,SZE,9.63,8.9958,1268048964.82,0.86
21.95,22.09,"Sun, 06 Oct 2024 01:12:57 GMT",27367626,20.92,航发控制,000738-SZE,2024-09-30,CNY,SZE,20.92,7.3875,591421310.24,1.51
17.24,17.33,"Sun, 06 Oct 2024 01:12:57 GMT",22757219,16.18,普洛药业,000739-SZE,2024-09-30,CNY,SZE,16.15,9.2522,382414022.4,1.46
4.83,4.83,"Sun, 06 Oct 2024 01:12:57 GMT",59264781,4.83,国海证券,000750-SZE,2024-09-30,CNY,SZE,4.83,10.0228,286248892.23,0.44
3.1,3.1,"Sun, 06 Oct 2024 01:12:57 GMT",53305075,2.96,锌业股份,000751-SZE,2024-09-30,CNY,SZE,2.89,9.1549,160327321.24,0.26
6.88,7.05,"Sun, 06 Oct 2024 01:12:57 GMT",14189382,6.73,ST西发,000752-SZE,2024-09-30,CNY,SZE,6.4,2.2288,94187877.35,0.15
3.32,3.35,"Sun, 06 Oct 2024 01:12:57 GMT",37327721,3.18,漳州发展,000753-SZE,2024-09-30,CNY,SZE,3.1,8.4967,120663492.73,0.26
4.84,4.91,"Sun, 06 Oct 2024 01:12:57 GMT",55815299,4.62,山西高速,000755-SZE,2024-09-30,CNY,SZE,4.04,8.0357,261192495.69,0.36
16.85,16.94,"Sun, 06 Oct 2024 01:12:57 GMT",30146299,16.0,新华制药,000756-SZE,2024-09-30,CNY,SZE,15.7,8.4299,495107927.39,1.31
3.52,3.53,"Sun, 06 Oct 2024 01:12:57 GMT",35531322,3.3,浩物股份,000757-SZE,2024-09-30,CNY,SZE,3.21,9.6573,120504192.01,0.31
5.18,5.18,"Sun, 06 Oct 2024 01:12:57 GMT",107235431,4.95,中色股份,000758-SZE,2024-09-30,CNY,SZE,4.88,9.9788,542781202.16,0.47
4.03,4.03,"Sun, 06 Oct 2024 01:12:57 GMT",58804568,3.85,中百集团,000759-SZE,2024-09-30,CNY,SZE,3.66,8.6253,227115227.1,0.32
3.56,3.6,"Sun, 06 Oct 2024 01:12:57 GMT",68622389,3.4,本钢板材,000761-SZE,2024-09-30,CNY,SZE,3.26,8.2067,236876896.05,0.27
23.49,23.49,"Sun, 06 Oct 2024 01:12:57 GMT",51638734,23.26,西藏矿业,000762-SZE,2024-09-30,CNY,SZE,21.96,10.0234,1184971383.85,2.14
16.53,16.76,"Sun, 06 Oct 2024 01:12:57 GMT",54775800,15.75,通化金马,000766-SZE,2024-09-30,CNY,SZE,15.64,6.714,889874992.0,1.04
2.68,2.7,"Sun, 06 Oct 2024 01:12:57 GMT",52386213,2.52,晋控电力,000767-SZE,2024-09-30,CNY,SZE,2.52,8.9431,137067360.98,0.22
27.6,27.62,"Sun, 06 Oct 2024 01:12:57 GMT",51579395,26.11,中航西飞,000768-SZE,2024-09-30,CNY,SZE,25.64,9.9164,1386908761.93,2.49
16.7,16.7,"Sun, 06 Oct 2024 01:12:57 GMT",304467182,16.58,广发证券,000776-SZE,2024-09-30,CNY,SZE,16.01,10.0132,5030062153.46,1.52
16.04,16.06,"Sun, 06 Oct 2024 01:12:57 GMT",24676380,15.39,中核科技,000777-SZE,2024-09-30,CNY,SZE,14.89,9.1156,384619146.12,1.34
3.82,3.84,"Sun, 06 Oct 2024 01:12:57 GMT",154735930,3.66,新兴铸管,000778-SZE,2024-09-30,CNY,SZE,3.58,8.5227,575977906.18,0.3
8.6,8.72,"Sun, 06 Oct 2024 01:12:57 GMT",42167668,8.28,甘咨询,000779-SZE,2024-09-30,CNY,SZE,7.83,7.2319,351065999.8,0.58
4.58,4.63,"Sun, 06 Oct 2024 01:12:57 GMT",25689467,4.43,恒申新材,000782-SZE,2024-09-30,CNY,SZE,4.33,6.2645,115529404.22,0.27
7.22,7.22,"Sun, 06 Oct 2024 01:12:57 GMT",287117452,7.0,长江证券,000783-SZE,2024-09-30,CNY,SZE,6.99,10.061,2061667596.37,0.66
2.93,2.97,"Sun, 06 Oct 2024 01:12:57 GMT",107830220,2.85,居然之家,000785-SZE,2024-09-30,CNY,SZE,2.8,7.7206,313662188.07,0.21
32.98,33.66,"Sun, 06 Oct 2024 01:12:57 GMT",36218274,32.9,北新建材,000786-SZE,2024-09-30,CNY,SZE,31.86,5.536,1189121478.63,1.73
6.17,6.24,"Sun, 06 Oct 2024 01:12:57 GMT",26584967,5.9,北大医药,000788-SZE,2024-09-30,CNY,SZE,5.85,7.3043,161061869.5,0.42
5.6,5.63,"Sun, 06 Oct 2024 01:12:57 GMT",22910693,5.42,万年青,000789-SZE,2024-09-30,CNY,SZE,5.23,8.1081,125773972.13,0.42
4.02,4.09,"Sun, 06 Oct 2024 01:12:57 GMT",31671293,3.85,华神科技,000790-SZE,2024-09-30,CNY,SZE,3.78,7.4866,124848039.0,0.28
6.6,6.64,"Sun, 06 Oct 2024 01:12:57 GMT",52933504,6.26,甘肃能源,000791-SZE,2024-09-30,CNY,SZE,6.11,8.0196,339676783.44,0.49
18.56,18.7,"Sun, 06 Oct 2024 01:12:57 GMT",134435929,18.13,盐湖股份,000792-SZE,2024-09-30,CNY,SZE,17.77,7.7816,2466374293.71,1.34
1.93,1.95,"Sun, 06 Oct 2024 01:12:57 GMT",288877378,1.83,华闻集团,000793-SZE,2024-09-30,CNY,SZE,1.76,7.8212,540242904.63,0.14
6.44,6.47,"Sun, 06 Oct 2024 01:12:57 GMT",37482715,6.12,英洛华,000795-SZE,2024-09-30,CNY,SZE,6.05,8.9679,235836496.47,0.53
3.42,3.42,"Sun, 06 Oct 2024 01:12:57 GMT",4262326,3.42,ST凯撒,000796-SZE,2024-09-30,CNY,SZE,3.42,4.908,14577154.92,0.16
3.37,3.39,"Sun, 06 Oct 2024 01:12:57 GMT",145852633,3.35,中国武夷,000797-SZE,2024-09-30,CNY,SZE,3.08,8.0128,475402147.55,0.25
7.45,7.49,"Sun, 06 Oct 2024 01:12:57 GMT",16209500,7.09,中水渔业,000798-SZE,2024-09-30,CNY,SZE,6.89,7.3487,117556442.8,0.51
51.69,51.69,"Sun, 06 Oct 2024 01:12:57 GMT",2809770,51.69,酒鬼酒,000799-SZE,2024-09-30,CNY,SZE,51.69,10.0021,145237011.3,4.7
9.27,9.33,"Sun, 06 Oct 2024 01:12:57 GMT",45907482,8.75,一汽解放,000800-SZE,2024-09-30,CNY,SZE,8.74,7.7907,415462895.07,0.67
10.36,10.42,"Sun, 06 Oct 2024 01:12:57 GMT",58262421,9.9,四川九洲,000801-SZE,2024-09-30,CNY,SZE,9.64,9.1675,587430871.14,0.87
6.23,6.24,"Sun, 06 Oct 2024 01:12:57 GMT",25089004,5.92,北京文化,000802-SZE,2024-09-30,CNY,SZE,5.83,9.8765,152091977.96,0.56
4.0,4.05,"Sun, 06 Oct 2024 01:12:57 GMT",19579612,3.76,山高环能,000803-SZE,2024-09-30,CNY,SZE,3.72,8.4011,76050142.2,0.31
14.79,14.88,"Sun, 06 Oct 2024 01:12:57 GMT",84453950,14.24,云铝股份,000807-SZE,2024-09-30,CNY,SZE,14.0,7.7203,1222593413.2,1.06
2.19,2.23,"Sun, 06 Oct 2024 01:12:57 GMT",22684393,2.13,*ST和展,000809-SZE,2024-09-30,CNY,SZE,2.13,2.8169,49005615.31,0.06
11.08,11.08,"Sun, 06 Oct 2024 01:12:57 GMT",92331204,10.44,创维数字,000810-SZE,2024-09-30,CNY,SZE,10.22,10.0298,990612551.22,1.01
10.31,10.36,"Sun, 06 Oct 2024 01:12:57 GMT",26864527,9.72,冰轮环境,000811-SZE,2024-09-30,CNY,SZE,9.72,8.5263,270316801.88,0.81
4.32,4.38,"Sun, 06 Oct 2024 01:12:57 GMT",47327238,4.18,陕西金叶,000812-SZE,2024-09-30,CNY,SZE,4.06,7.7307,200013161.41,0.31
3.05,3.05,"Sun, 06 Oct 2024 01:12:57 GMT",75831156,2.92,德展健康,000813-SZE,2024-09-30,CNY,SZE,2.87,9.7122,225539662.21,0.27
9.68,9.8,"Sun, 06 Oct 2024 01:12:57 GMT",80204841,9.14,美利云,000815-SZE,2024-09-30,CNY,SZE,8.92,8.5202,753277295.16,0.76
2.35,2.37,"Sun, 06 Oct 2024 01:12:57 GMT",81843432,2.25,智慧农业,000816-SZE,2024-09-30,CNY,SZE,2.17,9.3023,186759690.33,0.2
19.65,19.65,"Sun, 06 Oct 2024 01:12:57 GMT",29604988,18.7,航锦科技,000818-SZE,2024-09-30,CNY,SZE,18.7,10.0224,571188122.59,1.79
18.11,18.22,"Sun, 06 Oct 2024 01:12:57 GMT",17167782,17.5,岳阳兴长,000819-SZE,2024-09-30,CNY,SZE,17.07,7.0964,305523434.94,1.2
3.23,3.26,"Sun, 06 Oct 2024 01:12:57 GMT",38209931,3.06,神雾节能,000820-SZE,2024-09-30,CNY,SZE,3.03,9.1216,120640277.1,0.27
12.43,12.43,"Sun, 06 Oct 2024 01:12:57 GMT",48347201,11.84,京山轻机,000821-SZE,2024-09-30,CNY,SZE,11.54,10.0,584863882.94,1.13
6.04,6.07,"Sun, 06 Oct 2024 01:12:57 GMT",36180109,5.81,山东海化,000822-SZE,2024-09-30,CNY,SZE,5.72,9.0253,214401391.32,0.5
9.03,9.05,"Sun, 06 Oct 2024 01:12:57 GMT",28870216,8.49,超声电子,000823-SZE,2024-09-30,CNY,SZE,8.4,8.7952,252734763.19,0.73
3.94,3.95,"Sun, 06 Oct 2024 01:12:57 GMT",128186076,3.73,太钢不锈,000825-SZE,2024-09-30,CNY,SZE,3.73,9.7493,493789521.88,0.35
2.01,2.01,"Sun, 06 Oct 2024 01:12:57 GMT",90094720,1.96,启迪环境,000826-SZE,2024-09-30,CNY,SZE,1.89,9.8361,177975748.3,0.18
11.12,11.12,"Sun, 06 Oct 2024 01:12:57 GMT",56844350,10.56,东莞控股,000828-SZE,2024-09-30,CNY,SZE,10.36,9.9901,614564887.01,1.01
10.66,10.68,"Sun, 06 Oct 2024 01:12:57 GMT",76421877,10.05,天音控股,000829-SZE,2024-09-30,CNY,SZE,9.85,9.7837,791387026.83,0.95
12.51,12.65,"Sun, 06 Oct 2024 01:12:57 GMT",56949678,12.01,鲁西化工,000830-SZE,2024-09-30,CNY,SZE,11.83,8.5938,697705243.38,0.99
28.31,28.31,"Sun, 06 Oct 2024 01:12:57 GMT",56883321,27.17,中国稀土,000831-SZE,2024-09-30,CNY,SZE,26.65,9.9845,1574407113.78,2.57
5.76,5.83,"Sun, 06 Oct 2024 01:12:57 GMT",21942763,5.48,粤桂股份,000833-SZE,2024-09-30,CNY,SZE,5.4,7.6636,123553420.54,0.41
